dps310_pressure,dps310_temp,bno08x_accel_z,bno08x_accel_x,bno08x_accel_y,timestamp
972.646,38.9578,,,,1725198083136
,,0.230469,0.535156,-9.84375,1725198083201
972.647,38.9578,,,,1725198083300
,,0.0390625,0.957031,-10.0313,1725198083365
972.646,38.9629,,,,1725198083487
,,0.0390625,1.10938,-9.88281,1725198083553
972.646,38.9635,,,,1725198083643
,,0.0,0.765625,-9.84375,1725198083711
972.65,38.9723,,,,1725198083841
,,0.0,0.882813,-9.69141,1725198083911
972.649,38.9644,,,,1725198084013
,,0.0390625,0.917969,-9.92188,1725198084079
972.65,38.9663,,,,1725198084201
,,0.078125,0.917969,-9.92188,1725198084267
972.651,38.9771,,,,1725198084359
,,0.078125,0.917969,-9.92188,1725198084425
972.651,38.9771,,,,1725198084546
,,-0.0390625,0.957031,-9.73047,1725198084617
972.651,38.9746,,,,1725198084716
,,0.230469,0.804688,-9.76563,1725198084782
972.651,38.9695,,,,1725198084907
,,0.269531,0.917969,-9.73047,1725198084971
972.652,38.976,,,,1725198085064
,,0.152344,0.957031,-9.80469,1725198085130
972.652,38.9729,,,,1725198085249
,,0.269531,0.917969,-9.84766,1725198085317
972.65,38.9743,,,,1725198085417
,,0.496094,0.882813,-9.76563,1725198085482
972.651,38.9743,,,,1725198085600
,,0.0390625,0.917969,-9.64844,1725198085668
972.65,38.9754,,,,1725198085765
,,0.574219,0.652344,-9.6875,1725198085830
972.648,38.9703,,,,1725198085956
,,0.460938,0.726563,-9.76563,1725198086023
972.648,38.9661,,,,1725198086115
,,0.34375,0.957031,-9.84766,1725198086181
972.648,38.9805,,,,1725198086309
,,0.460938,0.804688,-9.84375,1725198086377
972.645,38.9737,,,,1725198086473
,,0.535156,0.84375,-9.80469,1725198086540
972.645,38.9689,,,,1725198086660
,,0.382813,0.882813,-9.80469,1725198086726
972.643,38.9689,,,,1725198086818
,,0.078125,0.804688,-9.53906,1725198086886
972.642,38.9751,,,,1725198087005
,,0.382813,1.10938,-9.88281,1725198087077
972.642,38.972,,,,1725198087169
,,0.34375,0.957031,-9.76563,1725198087232
972.642,38.976,,,,1725198087352
,,0.460938,0.882813,-9.92188,1725198087419
972.637,38.9717,,,,1725198087518
,,0.460938,1.22656,-9.73047,1725198087586
972.636,38.9831,,,,1725198087711
,,0.304688,1.26563,-9.80469,1725198087777
972.636,38.9831,,,,1725198087873
,,0.34375,0.996094,-9.76563,1725198087940
972.634,38.9774,,,,1725198088059
,,0.230469,0.996094,-9.76953,1725198088127
972.632,38.9757,,,,1725198088217
,,0.421875,0.917969,-9.88281,1725198088284
972.632,38.9822,,,,1725198088403
,,0.382813,0.957031,-9.80469,1725198088470
972.632,38.9819,,,,1725198088568
,,0.34375,0.996094,-9.96484,1725198088633
972.631,38.9839,,,,1725198088764
,,0.34375,0.917969,-9.69141,1725198088830
972.63,38.9839,,,,1725198088922
,,0.269531,0.957031,-9.84766,1725198088990
972.629,38.9822,,,,1725198089109
,,0.34375,0.917969,-9.73047,1725198089176
972.629,38.9836,,,,1725198089265
,,0.421875,0.917969,-9.72656,1725198089334
972.629,38.9873,,,,1725198089461
,,0.382813,0.804688,-9.84375,1725198089532
972.629,38.9831,,,,1725198089622
,,0.304688,0.917969,-9.80859,1725198089689
972.631,38.9865,,,,1725198089807
,,0.382813,0.957031,-9.76563,1725198089876
972.63,38.9865,,,,1725198089966
,,0.421875,0.917969,-9.76953,1725198090033
972.633,38.9873,,,,1725198090151
,,0.421875,0.917969,-9.76953,1725198090217
972.635,38.9853,,,,1725198090315
,,0.460938,0.917969,-9.96484,1725198090382
972.635,38.9834,,,,1725198090512
,,0.382813,0.726563,-9.76563,1725198090578
972.633,38.9834,,,,1725198090669
,,0.574219,0.996094,-9.84375,1725198090734
972.634,38.987,,,,1725198090856
,,0.34375,0.917969,-9.58203,1725198090921
972.634,38.9859,,,,1725198091013
,,0.460938,0.765625,-9.80859,1725198091086
972.637,38.9896,,,,1725198091204
,,0.382813,0.917969,-9.73047,1725198091269
972.638,38.9953,,,,1725198091361
,,0.230469,0.917969,-9.53906,1725198091428
972.638,38.9842,,,,1725198091555
,,0.382813,0.726563,-9.88672,1725198091620
972.638,38.9842,,,,1725198091717
,,0.304688,0.882813,-9.72656,1725198091784
972.638,38.993,,,,1725198091903
,,0.460938,0.957031,-9.84766,1725198091973
972.638,38.9873,,,,1725198092065
,,0.382813,0.84375,-9.84766,1725198092131
972.639,38.9944,,,,1725198092252
,,0.460938,0.957031,-9.76563,1725198092317
972.639,38.9893,,,,1725198092409
,,0.460938,0.917969,-9.84766,1725198092474
972.634,38.9799,,,,1725198092593
,,0.460938,0.882813,-9.69141,1725198092659
972.634,38.9799,,,,1725198092763
,,0.382813,0.996094,-9.80469,1725198092828
972.636,38.9921,,,,1725198092949
,,0.382813,0.957031,-9.84766,1725198093014
972.634,38.9924,,,,1725198093107
,,0.382813,0.917969,-9.64844,1725198093172
972.633,38.9853,,,,1725198093292
,,0.382813,0.957031,-9.88672,1725198093357
972.634,38.9799,,,,1725198093450
,,0.34375,0.882813,-9.84766,1725198093520
972.632,38.9919,,,,1725198093640
,,0.460938,0.917969,-9.76563,1725198093706
972.633,38.9919,,,,1725198093809
,,0.421875,0.996094,-9.80859,1725198093877
972.632,38.991,,,,1725198093999
,,0.421875,0.957031,-9.72656,1725198094068
972.632,38.9938,,,,1725198094159
,,0.34375,0.917969,-9.80469,1725198094223
972.631,38.9879,,,,1725198094346
,,0.460938,0.957031,-9.80469,1725198094412
972.628,38.9913,,,,1725198094502
,,0.496094,0.917969,-9.84766,1725198094568
972.628,38.9916,,,,1725198094686
,,0.382813,0.917969,-9.80469,1725198094752
972.626,38.9916,,,,1725198094842
,,0.460938,0.957031,-9.80469,1725198094907
972.625,38.9868,,,,1725198095024
,,0.421875,0.917969,-9.72656,1725198095090
972.626,39.0004,,,,1725198095185
,,0.460938,0.957031,-9.80469,1725198095252
972.625,38.9987,,,,1725198095377
,,0.460938,0.917969,-9.84766,1725198095440
972.622,38.995,,,,1725198095536
,,0.460938,0.996094,-9.80469,1725198095601
972.62,38.9953,,,,1725198095720
,,0.382813,0.996094,-9.76563,1725198095785
972.621,38.9953,,,,1725198095877
,,0.460938,0.882813,-9.73047,1725198095945
972.625,38.9916,,,,1725198096064
,,0.574219,0.917969,-9.84375,1725198096128
972.626,38.9941,,,,1725198096220
,,0.496094,0.996094,-9.80469,1725198096286
972.617,38.9919,,,,1725198096404
,,0.613281,0.957031,-9.84766,1725198096470
972.616,38.9887,,,,1725198096559
,,0.496094,0.917969,-9.80469,1725198096624
972.614,38.9887,,,,1725198096748
,,0.382813,0.917969,-9.76563,1725198096813
972.612,38.9947,,,,1725198096904
,,0.34375,0.917969,-9.73047,1725198096970
972.612,39.0001,,,,1725198097088
,,0.382813,0.882813,-9.84766,1725198097152
972.612,38.9984,,,,1725198097243
,,0.421875,0.917969,-9.76953,1725198097308
972.615,38.9927,,,,1725198097428
,,0.421875,0.882813,-9.80859,1725198097497
972.615,39.0004,,,,1725198097595
,,0.421875,0.917969,-9.76953,1725198097660
972.617,39.0004,,,,1725198097784
,,0.382813,0.996094,-9.80469,1725198097848
972.623,39.0018,,,,1725198097939
,,0.304688,0.917969,-9.76953,1725198098004
972.626,39.0041,,,,1725198098121
,,0.421875,0.882813,-9.88281,1725198098186
972.626,39.0035,,,,1725198098283
,,0.460938,0.996094,-9.76563,1725198098348
972.628,39.0066,,,,1725198098466
,,0.34375,1.10938,-9.6875,1725198098530
972.629,39.0066,,,,1725198098621
,,0.382813,0.957031,-9.73047,1725198098686
972.628,39.012,,,,1725198098805
,,0.304688,0.917969,-9.84375,1725198098870
972.634,39.0109,,,,1725198098964
,,0.382813,1.03516,-9.69141,1725198099028
972.635,39.0074,,,,1725198099152
,,0.191406,1.14844,-9.73047,1725198099217
972.635,39.0052,,,,1725198099307
,,0.382813,0.84375,-9.80469,1725198099373
972.632,38.9998,,,,1725198099492
,,0.191406,0.84375,-9.76953,1725198099555
972.629,38.9998,,,,1725198099648
,,0.152344,0.957031,-9.76563,1725198099712
972.629,39.0018,,,,1725198099829
,,0.382813,0.996094,-9.80469,1725198099902
972.632,38.9961,,,,1725198100001
,,0.34375,0.996094,-9.84766,1725198100065
972.632,39.0012,,,,1725198100183
,,0.0,0.957031,-9.76563,1725198100249
972.633,39.006,,,,1725198100343
,,0.0390625,0.957031,-9.73047,1725198100409
972.623,39.0018,,,,1725198100527
,,0.304688,0.957031,-9.76953,1725198100592
972.626,39.0018,,,,1725198100690
,,0.113281,1.07422,-9.72656,1725198100754
972.629,39.0097,,,,1725198100876
,,0.230469,1.14844,-9.92188,1725198100940
972.631,39.0089,,,,1725198101030
,,0.191406,0.957031,-9.6875,1725198101096
972.631,39.0103,,,,1725198101214
,,0.113281,0.957031,-9.76563,1725198101278
972.633,39.0125,,,,1725198101372
,,0.382813,0.996094,-9.80469,1725198101438
972.634,39.01,,,,1725198101563
,,0.304688,0.957031,-9.80859,1725198101627
972.635,39.01,,,,1725198101723
,,0.191406,0.996094,-9.80859,1725198101789
972.632,39.012,,,,1725198101911
,,0.304688,1.07422,-9.84766,1725198101976
972.629,39.0043,,,,1725198102068
,,0.269531,1.10938,-9.96094,1725198102133
972.628,38.9987,,,,1725198102252
,,0.191406,0.957031,-9.76953,1725198102320
972.628,39.0109,,,,1725198102411
,,0.113281,1.07422,-9.80859,1725198102476
972.629,39.0117,,,,1725198102595
,,0.230469,1.07422,-9.76563,1725198102660
972.629,39.0117,,,,1725198102751
,,0.230469,0.957031,-9.76953,1725198102815
972.628,39.0046,,,,1725198102931
,,0.34375,1.03516,-9.76563,1725198103002
972.627,39.0021,,,,1725198103097
,,0.304688,1.14844,-9.80469,1725198103163
972.63,39.0052,,,,1725198103282
,,0.34375,1.03516,-9.88672,1725198103346
972.625,38.993,,,,1725198103436
,,0.421875,1.1875,-9.76953,1725198103503
972.626,38.993,,,,1725198103621
,,0.304688,1.14844,-9.80469,1725198103685
972.628,39.0043,,,,1725198103776
,,0.535156,1.37891,-9.73047,1725198103842
972.632,39.0077,,,,1725198103960
,,0.382813,1.26563,-9.80859,1725198104023
972.631,39.0001,,,,1725198104116
,,0.496094,1.30078,-9.80859,1725198104180
972.626,38.9998,,,,1725198104292
,,0.691406,1.33984,-9.88281,1725198104357
972.626,38.9998,,,,1725198104449
,,0.460938,0.996094,-9.58203,1725198104513
972.627,39.008,,,,1725198104624
,,0.613281,1.45703,-9.84766,1725198104696
972.627,39.0092,,,,1725198104788
,,0.691406,1.68359,-9.76563,1725198104853
972.627,39.0145,,,,1725198104943
,,0.691406,1.37891,-9.76953,1725198105036
972.626,39.0106,,,,1725198105143
,,0.535156,1.60938,-9.65234,1725198105211
972.625,39.0154,,,,1725198105301
,,0.496094,1.1875,-9.69141,1725198105387
972.627,39.0154,,,,1725198105491
,,0.652344,1.30078,-9.76953,1725198105555
972.626,39.01,,,,1725198105648
,,0.652344,1.53125,-9.76953,1725198105732
972.627,39.0131,,,,1725198105831
,,0.691406,1.45703,-9.76953,1725198105898
972.627,39.008,,,,1725198105988
,,0.652344,1.26563,-9.80859,1725198106076
972.627,39.0109,,,,1725198106170
,,0.613281,1.49219,-9.6875,1725198106234
972.627,39.0109,,,,1725198106332
,,0.535156,1.68359,-9.72656,1725198106419
972.629,39.0072,,,,1725198106514
,,0.535156,1.37891,-9.76563,1725198106581
972.629,39.006,,,,1725198106673
,,0.152344,1.68359,-9.72656,1725198106737
972.629,39.0083,,,,1725198106857
,,0.804688,1.72266,-9.76953,1725198106923
972.631,39.0057,,,,1725198107023
,,0.421875,1.10938,-9.69141,1725198107096
972.632,39.0049,,,,1725198107214
,,0.652344,1.22656,-9.92188,1725198107279
972.632,39.0049,,,,1725198107371
,,0.382813,1.37891,-9.92188,1725198107435
972.632,39.006,,,,1725198107556
,,0.078125,1.33984,-9.80469,1725198107622
972.634,38.9992,,,,1725198107715
,,0.191406,0.957031,-9.6875,1725198107780
972.634,39.0046,,,,1725198107903
,,0.34375,1.07422,-9.80859,1725198107971
972.634,39.0046,,,,1725198108061
,,0.382813,0.917969,-9.73047,1725198108127
972.634,39.0043,,,,1725198108255
,,0.460938,0.996094,-9.84766,1725198108319
972.635,39.0043,,,,1725198108418
,,0.496094,0.957031,-9.80469,1725198108484
972.635,39.0038,,,,1725198108605
,,0.652344,0.917969,-9.92188,1725198108671
972.637,38.9992,,,,1725198108767
,,0.421875,1.03516,-9.57813,1725198108834
972.636,39.0089,,,,1725198108954
,,0.191406,0.957031,-9.80859,1725198109019
972.636,39.0111,,,,1725198109119
,,0.574219,1.10938,-9.80469,1725198109184
972.638,39.0094,,,,1725198109309
,,0.535156,1.10938,-9.88281,1725198109377
972.638,39.0097,,,,1725198109471
,,0.382813,0.957031,-9.76563,1725198109543
972.637,39.0097,,,,1725198109661
,,0.382813,0.957031,-9.84766,1725198109726
972.634,39.0089,,,,1725198109826
,,0.574219,1.14844,-9.84766,1725198109894
972.635,39.0134,,,,1725198110013
,,0.496094,1.10938,-9.76953,1725198110079
972.635,39.0134,,,,1725198110172
,,0.535156,1.07422,-9.76953,1725198110236
972.636,39.0197,,,,1725198110363
,,0.496094,0.917969,-9.73047,1725198110429
972.638,39.0185,,,,1725198110523
,,0.34375,0.804688,-9.76953,1725198110590
972.636,39.0185,,,,1725198110711
,,0.765625,1.45703,-9.72656,1725198110776
972.636,39.0168,,,,1725198110877
,,0.496094,1.03516,-9.88672,1725198110941
972.635,39.0179,,,,1725198111065
,,0.613281,1.22656,-9.58203,1725198111129
972.634,39.0174,,,,1725198111227
,,0.765625,2.07031,-10.0352,1725198111293
972.636,39.0117,,,,1725198111414
,,0.652344,2.10547,-9.73047,1725198111482
972.635,39.012,,,,1725198111574
,,0.691406,1.1875,-10.0703,1725198111638
972.632,39.0171,,,,1725198111759
,,0.269531,0.652344,-9.73047,1725198111825
972.633,39.0171,,,,1725198111924
,,-0.152344,0.230469,-9.6875,1725198111995
972.631,39.0151,,,,1725198112115
,,-0.078125,0.382813,-9.64844,1725198112180
972.631,39.0174,,,,1725198112273
,,0.152344,0.535156,-9.76563,1725198112338
972.63,39.0177,,,,1725198112459
,,0.0,0.460938,-9.84766,1725198112523
972.632,39.0165,,,,1725198112618
,,0.113281,0.726563,-9.76563,1725198112683
972.629,39.0097,,,,1725198112807
,,0.152344,0.382813,-9.73047,1725198112876
972.631,39.0097,,,,1725198112976
,,0.113281,0.574219,-9.80859,1725198113043
972.631,39.0137,,,,1725198113161
,,0.152344,0.652344,-9.84766,1725198113226
972.632,39.0162,,,,1725198113319
,,0.113281,0.652344,-9.88672,1725198113384
972.632,39.0106,,,,1725198113516
,,0.113281,0.652344,-9.92188,1725198113586
972.635,39.0145,,,,1725198113694
,,0.34375,0.460938,-9.88672,1725198113762
972.633,39.0134,,,,1725198113882
,,0.152344,0.613281,-9.73047,1725198113947
972.633,39.0134,,,,1725198114045
,,0.269531,0.804688,-9.84375,1725198114110
972.635,39.0148,,,,1725198114221
,,0.382813,0.652344,-9.88672,1725198114288
972.633,39.0134,,,,1725198114387
,,0.191406,0.882813,-9.96094,1725198114460
972.634,39.0117,,,,1725198114582
,,0.304688,0.84375,-9.88281,1725198114649
972.633,39.0077,,,,1725198114740
,,0.34375,0.882813,-9.76563,1725198114805
972.631,39.0032,,,,1725198114925
,,0.34375,0.652344,-9.80469,1725198114991
972.631,39.0032,,,,1725198115082
,,0.269531,0.765625,-9.72656,1725198115148
972.631,39.0117,,,,1725198115295
,,0.152344,0.765625,-9.76953,1725198115360
972.631,39.01,,,,1725198115453
,,0.269531,0.726563,-9.80469,1725198115517
972.629,39.0148,,,,1725198115638
,,0.304688,0.726563,-9.88281,1725198115705
972.629,39.01,,,,1725198115803
,,0.304688,0.691406,-9.80469,1725198115868
972.626,39.0123,,,,1725198115993
,,0.230469,0.613281,-9.72656,1725198116063
972.625,39.0145,,,,1725198116153
,,0.421875,0.84375,-9.88281,1725198116218
972.627,39.0145,,,,1725198116337
,,0.304688,0.84375,-9.72656,1725198116402
972.628,39.0211,,,,1725198116493
,,0.421875,0.421875,-9.76563,1725198116557
972.629,39.0236,,,,1725198116680
,,0.496094,0.613281,-9.76563,1725198116746
972.628,39.0211,,,,1725198116843
,,0.34375,0.917969,-9.76563,1725198116910
972.623,39.0194,,,,1725198117035
,,0.34375,0.84375,-9.80469,1725198117100
972.623,39.0131,,,,1725198117195
,,0.230469,0.804688,-9.73047,1725198117262
972.625,39.0131,,,,1725198117380
,,0.269531,0.765625,-9.80859,1725198117444
972.626,39.0131,,,,1725198117535
,,0.382813,0.84375,-9.84766,1725198117600
972.623,39.0171,,,,1725198117726
,,0.421875,0.84375,-9.76953,1725198117793
972.624,39.0213,,,,1725198117883
,,0.304688,0.917969,-9.6875,1725198117949
972.625,39.0185,,,,1725198118065
,,0.078125,0.917969,-9.73047,1725198118130
972.626,39.0205,,,,1725198118221
,,0.191406,0.84375,-9.6875,1725198118287
972.627,39.0205,,,,1725198118405
,,0.230469,0.726563,-9.80859,1725198118475
972.625,39.0211,,,,1725198118565
,,0.535156,0.804688,-9.92578,1725198118631
972.626,39.0194,,,,1725198118749
,,0.726563,0.765625,-9.65234,1725198118814
972.627,39.0247,,,,1725198118905
,,0.382813,0.917969,-9.96484,1725198118972
972.625,39.0222,,,,1725198119097
,,-0.113281,0.34375,-10.0039,1725198119162
972.627,39.0239,,,,1725198119263
,,0.0,0.804688,-9.80859,1725198119329
972.626,39.0239,,,,1725198119447
,,0.191406,0.957031,-9.84375,1725198119512
972.627,39.0284,,,,1725198119603
,,0.191406,0.882813,-9.80859,1725198119669
972.628,39.0228,,,,1725198119788
,,0.382813,0.957031,-10.0039,1725198119852
972.629,39.0242,,,,1725198119943
,,0.152344,0.691406,-9.72656,1725198120008
972.629,39.0301,,,,1725198120132
,,0.0390625,0.613281,-9.92188,1725198120197
972.629,39.0301,,,,1725198120288
,,0.113281,0.421875,-9.76953,1725198120353
972.627,39.0219,,,,1725198120471
,,0.34375,0.804688,-9.84375,1725198120536
972.628,39.0239,,,,1725198120630
,,0.304688,0.84375,-9.84375,1725198120696
972.627,39.0219,,,,1725198120824
,,0.496094,0.84375,-9.88672,1725198120893
972.627,39.0262,,,,1725198120984
,,0.269531,0.652344,-9.76563,1725198121049
972.627,39.0279,,,,1725198121168
,,0.230469,0.535156,-9.6875,1725198121232
972.627,39.0279,,,,1725198121324
,,0.460938,0.84375,-9.84766,1725198121388
972.627,39.0259,,,,1725198121508
,,0.535156,0.84375,-9.73047,1725198121572
972.626,39.0179,,,,1725198121669
,,0.382813,0.84375,-9.76563,1725198121736
972.627,39.0213,,,,1725198121856
,,0.574219,0.84375,-9.84375,1725198121920
972.628,39.0194,,,,1725198122012
,,0.421875,0.882813,-9.72656,1725198122076
972.627,39.0225,,,,1725198122194
,,0.535156,0.917969,-9.92188,1725198122262
972.627,39.0225,,,,1725198122351
,,0.574219,0.957031,-9.76953,1725198122417
972.628,39.0265,,,,1725198122542
,,0.574219,0.917969,-9.76953,1725198122606
972.627,39.0211,,,,1725198122704
,,0.421875,0.535156,-9.61328,1725198122768
972.627,39.0279,,,,1725198122892
,,0.304688,0.996094,-9.6875,1725198122959
972.628,39.0287,,,,1725198123048
,,0.691406,1.1875,-9.80859,1725198123113
972.629,39.0293,,,,1725198123233
,,0.574219,1.03516,-9.80859,1725198123305
972.63,39.0293,,,,1725198123394
,,0.652344,0.917969,-9.88672,1725198123460
972.626,39.0213,,,,1725198123577
,,0.421875,0.804688,-9.84766,1725198123642
972.628,39.0341,,,,1725198123734
,,0.421875,0.996094,-9.76953,1725198123800
972.63,39.0321,,,,1725198123919
,,0.496094,0.882813,-9.88672,1725198123983
972.625,39.027,,,,1725198124079
,,0.304688,0.917969,-9.76953,1725198124143
972.627,39.0287,,,,1725198124269
,,0.496094,0.882813,-9.88672,1725198124337
972.626,39.0287,,,,1725198124439
,,0.652344,0.84375,-9.80469,1725198124504
972.624,39.0304,,,,1725198124622
,,0.496094,0.957031,-9.88672,1725198124688
972.624,39.027,,,,1725198124778
,,0.382813,0.652344,-9.69141,1725198124848
972.624,39.0316,,,,1725198124967
,,0.496094,0.691406,-9.84375,1725198125035
972.625,39.0358,,,,1725198125127
,,0.535156,0.917969,-9.92188,1725198125191
972.625,39.0398,,,,1725198125308
,,0.574219,0.84375,-9.84375,1725198125374
972.625,39.0398,,,,1725198125465
,,0.535156,0.652344,-9.76563,1725198125529
972.625,39.0333,,,,1725198125653
,,0.382813,0.957031,-9.88672,1725198125720
972.624,39.027,,,,1725198125816
,,0.574219,0.882813,-9.80859,1725198125881
972.625,39.0301,,,,1725198126003
,,0.496094,0.917969,-9.84766,1725198126068
972.625,39.0426,,,,1725198126159
,,0.613281,0.765625,-9.72656,1725198126223
972.623,39.0392,,,,1725198126342
,,0.382813,0.882813,-9.80469,1725198126408
972.623,39.0392,,,,1725198126503
,,0.496094,0.882813,-9.80469,1725198126567
972.624,39.0333,,,,1725198126685
,,0.84375,0.804688,-9.88281,1725198126752
972.624,39.0327,,,,1725198126841
,,0.691406,0.917969,-9.80859,1725198126907
972.624,39.0369,,,,1725198127024
,,0.496094,0.917969,-9.73047,1725198127091
972.624,39.0347,,,,1725198127181
,,0.613281,0.957031,-9.80469,1725198127252
972.624,39.0347,,,,1725198127370
,,0.691406,0.882813,-9.80859,1725198127434
972.621,39.0239,,,,1725198127528
,,0.726563,0.84375,-9.73047,1725198127593
972.624,39.0361,,,,1725198127712
,,0.421875,0.957031,-9.84375,1725198127776
972.625,39.0389,,,,1725198127868
,,0.691406,0.84375,-9.80859,1725198127933
972.622,39.0338,,,,1725198128057
,,0.652344,0.84375,-9.76563,1725198128122
972.623,39.0406,,,,1725198128221
,,0.613281,0.917969,-9.88672,1725198128286
972.623,39.0406,,,,1725198128405
,,0.382813,0.917969,-9.76563,1725198128470
972.621,39.0265,,,,1725198128568
,,0.574219,0.917969,-9.84375,1725198128634
972.623,39.0452,,,,1725198128757
,,0.496094,0.917969,-9.84766,1725198128822
972.623,39.0426,,,,1725198128921
,,0.34375,0.84375,-9.80469,1725198128987
972.623,39.0417,,,,1725198129113
,,0.382813,0.882813,-9.80469,1725198129179
972.623,39.0386,,,,1725198129274
,,0.496094,0.917969,-9.96484,1725198129341
972.623,39.0386,,,,1725198129461
,,0.421875,0.882813,-9.80859,1725198129526
972.624,39.0372,,,,1725198129618
,,0.34375,0.917969,-9.80469,1725198129691
972.622,39.0409,,,,1725198129814
,,0.34375,0.882813,-9.84766,1725198129881
972.622,39.0369,,,,1725198129980
,,0.613281,0.765625,-9.92578,1725198130044
972.624,39.0395,,,,1725198130164
,,0.574219,0.804688,-9.80469,1725198130232
972.624,39.0412,,,,1725198130325
,,0.34375,0.726563,-9.76563,1725198130391
972.623,39.0372,,,,1725198130517
,,0.230469,0.765625,-9.80469,1725198130585
972.625,39.0372,,,,1725198130683
,,0.421875,0.882813,-9.72656,1725198130748
972.627,39.0369,,,,1725198130876
,,0.535156,0.917969,-9.92188,1725198130941
972.627,39.0406,,,,1725198131034
,,0.34375,0.84375,-9.76563,1725198131098
972.627,39.0401,,,,1725198131218
,,0.304688,0.765625,-9.80469,1725198131290
972.626,39.0389,,,,1725198131383
,,0.382813,0.917969,-9.84766,1725198131449
972.627,39.0395,,,,1725198131577
,,0.421875,0.917969,-9.80859,1725198131642
972.63,39.0395,,,,1725198131738
,,0.460938,0.882813,-9.84766,1725198131806
972.629,39.0446,,,,1725198131926
,,0.230469,0.804688,-9.76563,1725198131993
972.63,39.0432,,,,1725198132085
,,0.34375,0.917969,-9.84766,1725198132147
972.631,39.0486,,,,1725198132265
,,0.230469,0.765625,-9.76563,1725198132334
972.629,39.0415,,,,1725198132426
,,0.304688,0.84375,-9.76953,1725198132493
972.629,39.0375,,,,1725198132613
,,0.421875,0.804688,-9.80469,1725198132679
972.627,39.0375,,,,1725198132778
,,0.34375,0.84375,-9.76563,1725198132845
972.628,39.0355,,,,1725198132975
,,0.269531,0.882813,-9.84766,1725198133040
972.628,39.0344,,,,1725198133131
,,0.460938,0.765625,-9.84375,1725198133195
972.629,39.0398,,,,1725198133314
,,0.496094,0.917969,-9.84766,1725198133379
972.626,39.0333,,,,1725198133470
,,0.535156,0.691406,-9.80859,1725198133535
972.627,39.0401,,,,1725198133652
,,0.460938,0.765625,-9.84375,1725198133722
972.626,39.0401,,,,1725198133815
,,0.269531,0.726563,-9.76563,1725198133880
972.624,39.0352,,,,1725198133997
,,0.304688,0.804688,-9.76563,1725198134063
972.624,39.0316,,,,1725198134153
,,0.460938,0.882813,-9.84766,1725198134218
972.624,39.0324,,,,1725198134336
,,0.496094,0.84375,-9.88672,1725198134400
972.622,39.0304,,,,1725198134496
,,0.269531,0.765625,-9.76953,1725198134561
972.621,39.0327,,,,1725198134686
,,0.421875,0.726563,-9.80859,1725198134752
972.621,39.0327,,,,1725198134847
,,0.304688,0.804688,-9.73047,1725198134911
972.619,39.0333,,,,1725198135029
,,0.269531,0.882813,-9.80469,1725198135095
972.619,39.0349,,,,1725198135184
,,0.496094,0.882813,-9.88672,1725198135251
972.618,39.0406,,,,1725198135372
,,0.269531,0.804688,-9.88281,1725198135438
972.619,39.0384,,,,1725198135527
,,0.574219,0.613281,-9.88281,1725198135592
972.615,39.0384,,,,1725198135710
,,0.0390625,0.574219,-9.72656,1725198135773
972.615,39.0403,,,,1725198135863
,,0.957031,0.917969,-9.96484,1725198135928
972.615,39.0426,,,,1725198136045
,,0.613281,0.84375,-9.76563,1725198136116
972.615,39.0409,,,,1725198136205
,,0.613281,0.84375,-9.80469,1725198136269
972.612,39.0384,,,,1725198136387
,,0.496094,0.691406,-9.80859,1725198136451
972.613,39.0384,,,,1725198136542
,,0.613281,0.882813,-9.88672,1725198136606
972.612,39.0454,,,,1725198136723
,,0.421875,0.726563,-9.84375,1725198136788
972.613,39.0463,,,,1725198136888
,,0.304688,0.691406,-9.76563,1725198136953
972.614,39.0483,,,,1725198137069
,,0.382813,0.765625,-9.72656,1725198137134
972.613,39.0514,,,,1725198137223
,,0.496094,0.691406,-9.72656,1725198137288
972.611,39.0449,,,,1725198137405
,,0.230469,0.804688,-9.84766,1725198137471
972.614,39.0449,,,,1725198137561
,,0.191406,0.613281,-9.53906,1725198137631
972.617,39.0429,,,,1725198137749
,,0.421875,0.613281,-9.84375,1725198137814
972.618,39.0497,,,,1725198137903
,,0.460938,0.765625,-9.6875,1725198137970
972.616,39.0489,,,,1725198138086
,,0.34375,0.765625,-9.84375,1725198138149
972.618,39.0576,,,,1725198138240
,,0.496094,0.765625,-9.84375,1725198138304
972.621,39.0576,,,,1725198138426
,,0.421875,0.652344,-9.76953,1725198138492
972.619,39.054,,,,1725198138581
,,0.421875,0.691406,-9.80469,1725198138645
972.622,39.0593,,,,1725198138763
,,0.421875,0.765625,-9.80469,1725198138827
972.621,39.0576,,,,1725198138919
,,0.421875,0.765625,-9.84766,1725198138983
972.621,39.0505,,,,1725198139100
,,0.460938,0.765625,-9.80859,1725198139165
972.62,39.0505,,,,1725198139261
,,0.421875,0.765625,-9.88672,1725198139325
972.621,39.052,,,,1725198139441
,,0.382813,0.804688,-9.72656,1725198139506
972.623,39.0605,,,,1725198139595
,,0.191406,0.726563,-9.72656,1725198139659
972.623,39.0551,,,,1725198139777
,,0.574219,0.34375,-9.92578,1725198139841
972.624,39.0608,,,,1725198139930
,,0.574219,0.84375,-9.6875,1725198140002
972.626,39.0534,,,,1725198140111
,,0.726563,0.726563,-9.80469,1725198140176
972.624,39.0534,,,,1725198140272
,,0.574219,1.07422,-9.84766,1725198140336
972.625,39.0608,,,,1725198140449
,,0.460938,0.726563,-9.69141,1725198140513
972.624,39.0531,,,,1725198140609
