dps310_pressure,dps310_temp,bno08x_accel_z,bno08x_accel_x,bno08x_accel_y,timestamp
972.319,48.2906,,,,1725200077773
,,14.7813,-5.44141,-1.64844,1725200077839
972.336,48.3013,,,,1725200077931
,,7.12891,-1.45703,0.269531,1725200077996
972.337,48.305,,,,1725200078106
,,14.0977,-0.191406,-1.30078,1725200078172
972.326,48.311,,,,1725200078268
,,14.9805,-0.078125,-2.07031,1725200078333
972.339,48.3096,,,,1725200078443
,,5.9375,-0.382813,0.996094,1725200078514
972.329,48.3096,,,,1725200078605
,,6.78125,0.0390625,1.30078,1725200078670
972.335,48.3167,,,,1725200078780
,,13.5977,-4.28906,2.07031,1725200078845
972.335,48.3215,,,,1725200078941
,,6.74609,-0.34375,0.0,1725200079008
972.336,48.3189,,,,1725200079116
,,15.6641,1.53125,-1.60938,1725200079181
972.333,48.3249,,,,1725200079283
,,16.2422,-0.304688,-3.33203,1725200079349
972.331,48.3249,,,,1725200079459
,,2.68359,-0.804688,-0.34375,1725200079523
972.32,48.3331,,,,1725200079620
,,6.44141,0.917969,0.421875,1725200079685
972.321,48.3436,,,,1725200079797
,,10.6133,-3.52344,2.71875,1725200079861
972.336,48.3524,,,,1725200079958
,,4.37109,-0.882813,-1.26563,1725200080028
972.336,48.351,,,,1725200080140
,,17.6602,1.37891,-1.03516,1725200080204
972.338,48.351,,,,1725200080302
,,14.6719,-1.22656,-0.652344,1725200080366
972.342,48.358,,,,1725200080476
,,2.64063,0.691406,0.421875,1725200080541
972.343,48.36,,,,1725200080638
,,13.0234,0.0,1.30078,1725200080703
972.336,48.3714,,,,1725200080817
,,16.3906,-5.44141,-1.37891,1725200080884
972.344,48.3739,,,,1725200080975
,,5.05859,0.496094,-0.113281,1725200081039
972.337,48.3739,,,,1725200081149
,,15.8984,-0.421875,-0.574219,1725200081216
972.344,48.3697,,,,1725200081311
,,11.6836,0.304688,2.87109,1725200081377
972.337,48.3765,,,,1725200081487
,,5.17578,0.957031,0.917969,1725200081553
972.337,48.381,,,,1725200081653
,,10.7695,-0.957031,-0.421875,1725200081719
972.34,48.3796,,,,1725200081829
,,7.27344,0.957031,1.41797,1725200081894
972.348,48.3796,,,,1725200081991
,,5.05469,0.191406,-0.996094,1725200082056
972.329,48.3864,,,,1725200082167
,,15.2422,1.10938,-2.52734,1725200082232
972.335,48.3909,,,,1725200082329
,,10.8789,-0.421875,0.34375,1725200082399
972.336,48.3958,,,,1725200082512
,,3.02344,-0.269531,-0.496094,1725200082577
972.322,48.3977,,,,1725200082669
,,13.2891,-1.72266,-2.18359,1725200082733
972.33,48.4054,,,,1725200082845
,,8.92188,-0.34375,0.078125,1725200082909
972.336,48.4054,,,,1725200083007
,,3.75391,0.84375,-1.26563,1725200083071
972.323,48.406,,,,1725200083186
,,15.0977,0.230469,-2.45313,1725200083252
972.323,48.4071,,,,1725200083345
,,10.0313,-2.41406,-0.765625,1725200083408
972.331,48.4082,,,,1725200083518
,,6.47266,0.496094,-0.726563,1725200083584
972.32,48.4102,,,,1725200083682
,,12.0664,-3.29297,-3.14063,1725200083747
972.324,48.4102,,,,1725200083857
,,8.23438,-0.152344,-0.804688,1725200083928
972.324,48.4148,,,,1725200084025
,,4.44922,-0.0390625,-1.22656,1725200084091
972.312,48.4199,,,,1725200084201
,,14.25,0.917969,-4.09766,1725200084267
972.313,48.4315,,,,1725200084363
,,9.72656,-0.191406,-0.957031,1725200084428
972.33,48.4357,,,,1725200084539
,,7.01172,1.41797,-0.34375,1725200084604
972.325,48.4357,,,,1725200084707
,,11.9883,-1.95313,-1.91406,1725200084771
972.331,48.4485,,,,1725200084884
,,14.3633,-4.90234,-0.574219,1725200084947
972.33,48.453,,,,1725200085038
,,5.17188,-0.382813,-1.49219,1725200085103
972.33,48.4573,,,,1725200085213
,,13.2148,0.152344,-2.10547,1725200085278
972.331,48.4652,,,,1725200085376
,,10.875,-1.30078,-1.26563,1725200085445
972.333,48.474,,,,1725200085557
,,5.82422,1.30078,-0.652344,1725200085620
972.323,48.474,,,,1725200085719
,,11.8008,-0.726563,-0.535156,1725200085782
972.341,48.4757,,,,1725200085893
,,7.54688,-1.37891,1.76172,1725200085958
972.342,48.4837,,,,1725200086055
,,5.86328,-0.535156,-0.882813,1725200086119
972.336,48.4746,,,,1725200086236
,,11.5703,0.460938,-1.60938,1725200086302
972.332,48.4737,,,,1725200086393
,,13.832,-3.29297,-1.30078,1725200086458
972.329,48.4737,,,,1725200086568
,,4.47656,1.41797,-0.078125,1725200086634
972.319,48.4831,,,,1725200086730
,,11.9844,-0.882813,-0.574219,1725200086795
972.319,48.4803,,,,1725200086905
,,8.27734,-1.30078,1.49219,1725200086971
972.332,48.4805,,,,1725200087073
,,5.55469,-0.613281,-0.804688,1725200087138
972.327,48.4842,,,,1725200087248
,,12.5664,-0.230469,-2.29688,1725200087313
972.321,48.4842,,,,1725200087411
,,15.707,-1.60938,-2.07031,1725200087476
972.334,48.4888,,,,1725200087588
,,8.84766,0.0,0.84375,1725200087652
972.335,48.4987,,,,1725200087744
,,9.80469,1.14844,-0.574219,1725200087814
972.334,48.501,,,,1725200087926
,,10.0352,-2.79688,2.87109,1725200087990
972.343,48.5063,,,,1725200088088
,,7.43359,-0.191406,-0.152344,1725200088152
972.342,48.5063,,,,1725200088263
,,13.0625,0.996094,-1.72266,1725200088327
972.334,48.5086,,,,1725200088426
,,15.8633,-0.535156,-2.75781,1725200088490
972.34,48.5112,,,,1725200088607
,,8.84375,2.07031,1.49219,1725200088672
972.341,48.5191,,,,1725200088764
,,6.08594,1.68359,-0.496094,1725200088828
972.335,48.5282,,,,1725200088939
,,15.7852,-5.82422,0.496094,1725200089005
972.334,48.5282,,,,1725200089101
,,7.93359,-1.1875,1.68359,1725200089166
972.331,48.5271,,,,1725200089277
,,5.89844,0.34375,-2.14453,1725200089348
972.333,48.5319,,,,1725200089439
,,12.7188,-0.726563,-1.76172,1725200089504
972.335,48.5412,,,,1725200089614
,,6.51172,0.691406,-0.574219,1725200089681
972.331,48.5398,,,,1725200089777
,,5.05859,0.691406,0.421875,1725200089843
972.323,48.5406,,,,1725200089953
,,14.3633,-4.90234,-3.83203,1725200090017
972.325,48.5406,,,,1725200090120
,,8.11719,-1.14844,1.37891,1725200090185
972.329,48.5458,,,,1725200090297
,,5.01563,0.191406,-1.57031,1725200090361
972.33,48.5486,,,,1725200090453
,,12.7617,-1.41797,-1.91406,1725200090517
972.311,48.5546,,,,1725200090628
,,7.81641,0.0390625,-0.269531,1725200090693
972.328,48.5619,,,,1725200090790
,,5.01953,0.917969,0.0,1725200090854
972.327,48.5619,,,,1725200090970
,,14.2148,-4.90234,-3.67578,1725200091035
972.331,48.5642,,,,1725200091133
,,8.53906,-1.41797,2.41406,1725200091196
972.332,48.5736,,,,1725200091286
,,10.1094,0.84375,-1.72266,1725200091371
972.324,48.577,,,,1725200091469
,,12.3789,-0.613281,-1.60938,1725200091532
972.325,48.5843,,,,1725200091622
,,8.35156,0.496094,1.33984,1725200091713
972.332,48.5843,,,,1725200091810
,,6.04688,1.22656,0.34375,1725200091875
972.322,48.5832,,,,1725200091966
,,12.5664,-0.191406,-1.83984,1725200092052
972.333,48.5889,,,,1725200092147
,,11.3008,-0.691406,2.33594,1725200092213
972.333,48.5962,,,,1725200092303
,,8.92188,2.10547,-0.882813,1725200092388
972.316,48.6022,,,,1725200092490
,,11.3359,1.22656,-1.03516,1725200092556
972.306,48.6022,,,,1725200092645
,,13.4844,-2.71875,0.0390625,1725200092731
972.321,48.6067,,,,1725200092824
,,5.85938,0.269531,0.304688,1725200092890
972.322,48.6152,,,,1725200092979
,,10.1094,-3.75391,-4.67188,1725200093064
972.322,48.6161,,,,1725200093161
,,14.4766,-5.85938,-0.917969,1725200093231
972.327,48.6138,,,,1725200093321
,,7.58984,-1.49219,-0.574219,1725200093387
972.33,48.6121,,,,1725200093499
,,11.6836,-0.957031,-1.1875,1725200093563
972.334,48.6121,,,,1725200093654
,,8.65625,0.726563,0.230469,1725200093720
972.34,48.6039,,,,1725200093836
,,7.89453,0.0,1.26563,1725200093901
972.34,48.6067,,,,1725200093997
,,10.5703,-1.60938,-3.14063,1725200094061
972.321,48.6028,,,,1725200094179
,,13.5273,-3.83203,-5.17188,1725200094243
972.313,48.5988,,,,1725200094333
,,3.91016,-0.613281,-2.48828,1725200094398
972.315,48.5988,,,,1725200094516
,,9.15625,-0.304688,-1.41797,1725200094581
972.317,48.6036,,,,1725200094671
,,16.8906,-1.45703,-2.75781,1725200094741
972.329,48.6081,,,,1725200094858
,,7.35547,0.535156,0.996094,1725200094924
972.329,48.605,,,,1725200095013
,,6.35938,0.804688,0.613281,1725200095078
972.329,48.6025,,,,1725200095195
,,12.5625,-1.49219,-3.29297,1725200095262
972.332,48.6025,,,,1725200095350
,,8.15625,-0.191406,2.67969,1725200095415
972.322,48.6033,,,,1725200095537
,,6.24609,-0.691406,-1.64844,1725200095602
972.314,48.6025,,,,1725200095693
,,12.832,0.34375,-0.996094,1725200095759
972.314,48.6005,,,,1725200095876
,,7.81641,0.957031,1.03516,1725200095940
972.327,48.6101,,,,1725200096031
,,4.21484,0.996094,-0.304688,1725200096096
972.314,48.6073,,,,1725200096213
,,11.5703,-2.10547,-3.79297,1725200096278
972.317,48.6073,,,,1725200096374
,,8.73828,-3.5625,1.07422,1725200096438
972.306,48.609,,,,1725200096557
,,4.89844,0.269531,-1.64844,1725200096621
972.307,48.6206,,,,1725200096712
,,12.6406,0.269531,-2.64453,1725200096777
972.307,48.6212,,,,1725200096888
,,10.6133,-2.64453,-0.613281,1725200096952
972.321,48.6212,,,,1725200097044
,,4.85938,-0.269531,-0.304688,1725200097114
972.315,48.6226,,,,1725200097225
,,10.2656,-1.76172,-1.37891,1725200097291
972.317,48.6252,,,,1725200097384
,,13.3672,-6.12891,0.304688,1725200097447
972.316,48.6206,,,,1725200097558
,,6.50781,-0.84375,-0.230469,1725200097622
972.317,48.6226,,,,1725200097714
,,12.3789,-0.460938,-1.68359,1725200097779
972.305,48.6226,,,,1725200097874
,,15.8242,-3.10156,-1.10938,1725200097960
972.326,48.6161,,,,1725200098052
,,7.01172,-0.535156,1.72266,1725200098115
972.317,48.6232,,,,1725200098206
,,11.8008,-2.33594,-1.14844,1725200098292
972.317,48.6215,,,,1725200098389
,,14.2148,-2.91016,-2.75781,1725200098453
972.319,48.624,,,,1725200098542
,,5.01953,-0.917969,-1.45703,1725200098634
972.325,48.63,,,,1725200098731
,,8.27344,0.421875,-1.41797,1725200098796
972.313,48.63,,,,1725200098887
,,12.3359,-2.07031,-0.113281,1725200098973
972.324,48.641,,,,1725200099068
,,8.92188,1.1875,1.45703,1725200099134
972.325,48.6422,,,,1725200099224
,,10.3438,0.882813,-0.765625,1725200099309
972.313,48.6481,,,,1725200099411
,,12.3789,-1.99219,-3.17969,1725200099475
972.321,48.6529,,,,1725200099565
,,8.12109,-1.87891,1.1875,1725200099651
972.327,48.6529,,,,1725200099743
,,4.17578,-0.191406,-2.03125,1725200099809
972.312,48.6589,,,,1725200099898
,,16.8945,-1.68359,-2.375,1725200099983
972.312,48.6643,,,,1725200100080
,,9.5,-0.152344,0.421875,1725200100144
972.329,48.6668,,,,1725200100240
,,6.66406,0.84375,-0.304688,1725200100306
972.323,48.6671,,,,1725200100424
,,11.7227,-1.30078,-1.1875,1725200100487
972.32,48.6671,,,,1725200100577
,,7.12891,-1.41797,1.76172,1725200100642
972.334,48.6734,,,,1725200100761
,,5.9375,-0.421875,-1.30078,1725200100824
972.335,48.6779,,,,1725200100915
,,12.2617,-0.0390625,-1.80078,1725200100985
972.317,48.6773,,,,1725200101102
,,16.0117,-3.71484,-1.03516,1725200101168
972.329,48.679,,,,1725200101259
,,5.90234,0.078125,-0.152344,1725200101322
972.324,48.6858,,,,1725200101440
,,8.96094,0.882813,-0.421875,1725200101505
972.326,48.6858,,,,1725200101595
,,13.25,-4.36719,-0.191406,1725200101660
972.336,48.6898,,,,1725200101783
,,7.8125,-1.07422,0.957031,1725200101848
972.336,48.6909,,,,1725200101937
,,11.2969,-1.14844,-2.10547,1725200102002
972.309,48.6929,,,,1725200102119
,,11.7969,-0.691406,-1.72266,1725200102184
972.323,48.6929,,,,1725200102274
,,7.01172,-0.496094,-0.34375,1725200102339
972.323,48.6938,,,,1725200102457
,,5.44141,0.460938,-0.304688,1725200102526
972.317,48.6989,,,,1725200102617
,,12.1445,-3.14063,-1.72266,1725200102683
972.317,48.6986,,,,1725200102801
,,10.2656,-3.25781,2.52734,1725200102865
972.317,48.6952,,,,1725200102955
,,4.59766,-1.03516,-1.64844,1725200103019
972.313,48.6915,,,,1725200103137
,,13.4492,-0.191406,-1.83984,1725200103201
972.312,48.6915,,,,1725200103297
,,12.4102,-2.98828,-0.691406,1725200103361
972.32,48.6997,,,,1725200103478
,,4.9375,-0.496094,0.078125,1725200103543
972.321,48.7085,,,,1725200103634
,,10.5742,-0.726563,-0.652344,1725200103698
972.319,48.7156,,,,1725200103815
,,15.3203,-6.35938,-1.87891,1725200103882
972.314,48.7159,,,,1725200103970
,,8.46094,-0.269531,-0.230469,1725200104061
972.305,48.7298,,,,1725200104180
,,12.5273,0.652344,-2.07031,1725200104245
972.299,48.7298,,,,1725200104335
,,13.6328,-2.91016,-1.37891,1725200104400
972.308,48.7338,,,,1725200104517
,,5.9375,-0.652344,0.078125,1725200104582
972.309,48.7391,,,,1725200104674
,,10.6484,-0.078125,-0.613281,1725200104736
972.31,48.7389,,,,1725200104860
,,14.293,-6.62891,-4.40625,1725200104926
972.308,48.7408,,,,1725200105016
,,8.19531,-0.382813,-0.535156,1725200105080
972.307,48.7408,,,,1725200105198
,,10.1133,0.613281,-2.64453,1725200105263
972.296,48.7426,,,,1725200105352
,,11.6055,-2.03125,-5.9375,1725200105417
972.294,48.7468,,,,1725200105528
,,7.16406,0.230469,0.269531,1725200105594
972.294,48.7468,,,,1725200105690
,,7.23438,1.07422,0.691406,1725200105757
972.301,48.7477,,,,1725200105867
,,13.2891,-1.37891,-2.87109,1725200105932
972.316,48.7477,,,,1725200106023
,,8.92578,-0.34375,2.03125,1725200106088
972.316,48.7414,,,,1725200106198
,,10.875,-0.691406,-1.95313,1725200106264
972.311,48.7346,,,,1725200106361
,,13.3711,-0.34375,-0.996094,1725200106431
972.31,48.7332,,,,1725200106543
,,8.16016,0.496094,0.0390625,1725200106607
972.31,48.7414,,,,1725200106702
,,4.37109,0.113281,-0.304688,1725200106767
972.307,48.7445,,,,1725200106878
,,14.25,-4.28906,-5.32422,1725200106942
972.294,48.7445,,,,1725200107039
,,8.53906,-3.25781,1.41797,1725200107104
972.292,48.7505,,,,1725200107221
,,5.21484,-0.0390625,-1.60938,1725200107285
972.292,48.7508,,,,1725200107378
,,12.6445,-0.382813,-3.67578,1725200107442
972.287,48.7578,,,,1725200107553
,,8.01172,1.03516,-0.191406,1725200107618
972.293,48.7547,,,,1725200107717
,,3.79297,-0.078125,-0.304688,1725200107780
972.298,48.7547,,,,1725200107892
,,10.875,-1.41797,-2.60547,1725200107963
972.302,48.7624,,,,1725200108054
,,15.0938,-4.63672,-0.078125,1725200108119
972.302,48.7632,,,,1725200108229
,,6.32422,-0.726563,-2.14453,1725200108295
972.306,48.7576,,,,1725200108392
,,11.2969,-0.613281,-3.02734,1725200108457
972.283,48.7525,,,,1725200108568
,,6.47266,1.1875,-0.726563,1725200108634
972.296,48.7525,,,,1725200108736
,,6.55078,-0.078125,0.230469,1725200108802
972.296,48.7601,,,,1725200108913
,,9.34375,1.33984,-1.14844,1725200108977
972.296,48.7621,,,,1725200109069
,,15.4805,-1.07422,-3.83203,1725200109135
972.305,48.7621,,,,1725200109244
,,5.01953,-0.152344,-1.72266,1725200109309
972.315,48.7621,,,,1725200109406
,,8.50391,-0.269531,-2.56641,1725200109475
972.291,48.7621,,,,1725200109585
,,10.4531,1.49219,-2.03125,1725200109650
972.308,48.763,,,,1725200109747
,,7.39063,2.56641,0.0,1725200109811
972.307,48.7547,,,,1725200109901
,,12.7188,-4.02344,-1.41797,1725200109986
972.322,48.7581,,,,1725200110083
,,12.4844,-5.89844,-2.10547,1725200110147
972.334,48.7477,,,,1725200110243
,,3.37109,-2.03125,-1.33984,1725200110327
972.322,48.7477,,,,1725200110426
,,6.24219,-0.574219,-1.37891,1725200110490
972.321,48.7462,,,,1725200110580
,,12.1055,0.113281,-3.21875,1725200110666
972.327,48.7471,,,,1725200110764
,,9.26953,-0.84375,0.421875,1725200110828
972.328,48.7508,,,,1725200110919
,,11.1914,0.421875,-0.691406,1725200111004
972.315,48.7508,,,,1725200111106
,,13.8281,-1.80078,-4.82813,1725200111171
972.298,48.7508,,,,1725200111262
,,9.38281,-0.691406,2.07031,1725200111347
972.296,48.755,,,,1725200111437
,,4.32813,0.804688,-1.64844,1725200111503
972.266,48.7593,,,,1725200111594
,,14.8242,-0.917969,-1.87891,1725200111657
972.267,48.7664,,,,1725200111774
,,8.23828,0.765625,-1.14844,1725200111845
972.294,48.7718,,,,1725200111934
,,10.7656,0.0,-0.34375,1725200111999
972.302,48.7723,,,,1725200112116
,,12.7891,-1.80078,-5.36328,1725200112181
972.31,48.7723,,,,1725200112270
,,5.05469,-0.535156,-1.60938,1725200112335
972.311,48.7774,,,,1725200112453
,,4.86328,0.230469,-1.80078,1725200112517
972.311,48.7834,,,,1725200112613
,,14.0977,-1.99219,-1.91406,1725200112679
972.294,48.7851,,,,1725200112796
,,8.15625,1.87891,-1.53125,1725200112860
972.3,48.7893,,,,1725200112950
,,9.96094,-1.76172,-2.03125,1725200113015
972.302,48.7893,,,,1725200113133
,,12.7617,-1.91406,-5.09375,1725200113197
972.311,48.7964,,,,1725200113287
,,4.55469,-1.99219,-1.72266,1725200113357
972.295,48.7922,,,,1725200113475
,,4.98047,-0.535156,-2.91016,1725200113539
972.295,48.7879,,,,1725200113630
,,14.1719,-0.382813,-2.67969,1725200113695
972.282,48.7879,,,,1725200113812
,,9.12109,1.83984,-0.917969,1725200113878
972.295,48.7879,,,,1725200113970
,,4.44531,1.60938,-1.87891,1725200114033
972.278,48.7995,,,,1725200114155
,,11.5313,-0.0390625,-4.55859,1725200114221
972.297,48.8058,,,,1725200114310
,,9.61328,-4.17578,-0.691406,1725200114376
972.298,48.8112,,,,1725200114493
,,5.01563,-0.269531,-2.48828,1725200114559
972.284,48.8092,,,,1725200114648
,,11.5703,-0.152344,-3.5625,1725200114714
972.281,48.814,,,,1725200114830
,,9.88672,-0.574219,-2.71875,1725200114900
972.299,48.814,,,,1725200114998
,,6.89063,0.957031,-1.57031,1725200115062
972.296,48.8157,,,,1725200115185
,,12.7188,-1.1875,-5.28516,1725200115251
972.283,48.8299,,,,1725200115346
,,11.375,-3.90625,-0.613281,1725200115410
972.283,48.8268,,,,1725200115528
,,4.17578,0.0390625,-2.22266,1725200115594
972.275,48.8324,,,,1725200115689
,,10.7266,0.382813,-3.83203,1725200115754
972.287,48.8367,,,,1725200115871
,,9.16016,-0.152344,-2.29688,1725200115935
972.282,48.8367,,,,1725200116025
,,4.9375,0.421875,-0.421875,1725200116091
972.284,48.833,,,,1725200116207
,,10.4141,-3.06641,-3.17969,1725200116271
972.284,48.8347,,,,1725200116361
,,16.8906,-6.24219,-1.87891,1725200116427
972.301,48.8367,,,,1725200116549
,,6.16797,-0.421875,-1.10938,1725200116612
972.303,48.8412,,,,1725200116703
,,11.3359,1.07422,-1.95313,1725200116767
972.301,48.8412,,,,1725200116886
,,15.9688,-1.49219,-0.574219,1725200116950
972.311,48.837,,,,1725200117040
,,8.16016,0.882813,-0.34375,1725200117104
972.311,48.8367,,,,1725200117214
,,7.54688,1.37891,0.0,1725200117284
972.315,48.8353,,,,1725200117376
,,12.6055,-1.87891,-4.67188,1725200117440
972.305,48.8336,,,,1725200117553
,,4.02734,-0.535156,-1.95313,1725200117617
972.309,48.8336,,,,1725200117716
,,6.62891,0.0390625,-2.10547,1725200117780
972.306,48.8378,,,,1725200117891
,,13.2891,-1.30078,-0.726563,1725200117956
972.307,48.8421,,,,1725200118058
,,10.0313,1.1875,1.45703,1725200118122
972.324,48.8389,,,,1725200118233
,,5.09375,0.691406,-0.191406,1725200118299
972.323,48.8483,,,,1725200118390
,,10.7969,-1.83984,-5.05469,1725200118455
972.307,48.8483,,,,1725200118564
,,7.47266,-0.269531,-1.57031,1725200118629
972.316,48.8545,,,,1725200118726
,,4.51953,-0.269531,-1.72266,1725200118797
972.298,48.8577,,,,1725200118908
,,15.0156,0.078125,-4.78906,1725200118974
972.298,48.8594,,,,1725200119070
,,9.12109,1.72266,-0.652344,1725200119137
972.312,48.8659,,,,1725200119247
,,7.27734,0.804688,-0.152344,1725200119311
972.307,48.8659,,,,1725200119409
,,10.8789,-0.882813,-4.21484,1725200119475
972.324,48.8744,,,,1725200119592
,,14.4766,-3.21875,0.917969,1725200119656
972.331,48.875,,,,1725200119748
,,5.85938,-0.496094,-1.07422,1725200119812
972.332,48.8846,,,,1725200119925
,,17.5781,0.152344,-3.10156,1725200119988
972.328,48.8869,,,,1725200120085
,,9.58203,3.86719,-0.882813,1725200120150
972.338,48.884,,,,1725200120262
,,3.52734,1.33984,-0.691406,1725200120331
972.315,48.884,,,,1725200120425
,,9.88672,0.0390625,-2.94922,1725200120488
972.313,48.8832,,,,1725200120599
,,7.69922,-0.382813,0.613281,1725200120664
972.313,48.8874,,,,1725200120762
,,4.44922,-0.996094,-0.726563,1725200120826
972.326,48.8911,,,,1725200120937
,,13.3711,1.68359,-1.26563,1725200121003
972.319,48.8923,,,,1725200121104
,,12.6445,-1.14844,1.60938,1725200121169
972.338,48.8923,,,,1725200121280
,,7.125,1.26563,1.22656,1725200121345
972.327,48.8999,,,,1725200121436
,,9.15625,-0.996094,-1.60938,1725200121502
972.327,48.9028,,,,1725200121611
,,8.54297,-0.691406,2.18359,1725200121678
972.328,48.9101,,,,1725200121772
,,8.46484,0.230469,-0.230469,1725200121837
972.33,48.9164,,,,1725200121933
,,10.7656,0.0390625,-1.45703,1725200122018
972.331,48.9164,,,,1725200122115
,,15.5156,-0.421875,-1.53125,1725200122181
972.339,48.9209,,,,1725200122270
,,6.01953,-0.917969,0.613281,1725200122355
972.327,48.9246,,,,1725200122452
,,7.12891,0.917969,1.72266,1725200122517
972.327,48.9203,,,,1725200122606
,,12.4883,-3.86719,-0.917969,1725200122697
972.329,48.922,,,,1725200122794
,,7.27344,-4.32813,-1.33984,1725200122859
972.316,48.922,,,,1725200122948
,,7.73438,-2.60547,-4.40625,1725200123034
972.298,48.9192,,,,1725200123132
,,5.98047,-0.269531,-4.21484,1725200123196
972.297,48.9118,,,,1725200123285
,,9.58203,-1.57031,-4.75,1725200123371
972.293,48.9016,,,,1725200123473
,,11.3789,-1.03516,-4.63672,1725200123537
972.298,48.896,,,,1725200123628
,,7.55078,0.078125,-2.75781,1725200123713
972.303,48.896,,,,1725200123809
,,9.0,-2.83594,-2.26172,1725200123875
972.312,48.896,,,,1725200123966
,,10.3477,-0.496094,-3.86719,1725200124052
972.318,48.8755,,,,1725200124147
,,12.1797,-1.49219,-4.78906,1725200124219
972.316,48.8602,,,,1725200124308
,,8.27734,3.29297,-3.60156,1725200124393
972.313,48.858,,,,1725200124484
,,8.92578,2.26172,-3.71484,1725200124550
972.306,48.858,,,,1725200124639
,,8.07813,-2.29688,-4.09766,1725200124704
972.303,48.8469,,,,1725200124821
,,7.20313,-3.21875,-4.32813,1725200124887
972.296,48.8435,,,,1725200124981
,,5.47656,-3.29297,-5.98047,1725200125046
972.295,48.8398,,,,1725200125163
,,5.85938,-2.91016,-6.85547,1725200125227
972.301,48.8492,,,,1725200125318
,,8.73828,-2.56641,-4.28906,1725200125384
972.303,48.8489,,,,1725200125500
,,9.38281,-5.32422,-7.01172,1725200125564
972.305,48.8489,,,,1725200125654
,,7.69531,-1.41797,-3.79297,1725200125720
972.306,48.8548,,,,1725200125844
,,7.39063,-2.14453,-4.98047,1725200125907
972.306,48.8543,,,,1725200125997
,,9.72656,-3.5625,-4.71094,1725200126062
972.297,48.8475,,,,1725200126180
,,9.0,-4.25391,-3.14063,1725200126244
972.29,48.8483,,,,1725200126335
,,5.90234,-5.63281,-4.75,1725200126399
972.284,48.8483,,,,1725200126517
,,4.86328,-4.82813,-5.63281,1725200126587
972.287,48.8489,,,,1725200126678
,,5.01953,-3.44922,-4.82813,1725200126743
972.295,48.8384,,,,1725200126859
,,6.47266,-4.67188,-5.82422,1725200126925
972.299,48.8384,,,,1725200127015
,,11.0703,-1.83984,-3.79297,1725200127079
972.305,48.8276,,,,1725200127197
,,12.4453,-1.14844,-2.71875,1725200127262
972.303,48.8143,,,,1725200127357
,,8.46484,-3.67578,-2.56641,1725200127422
972.302,48.8199,,,,1725200127539
,,3.98438,-5.01953,-3.48438,1725200127604
972.288,48.8168,,,,1725200127694
,,5.70313,-3.75391,-2.60547,1725200127760
972.291,48.8168,,,,1725200127877
,,11.1875,0.496094,-3.79297,1725200127941
972.305,48.8106,,,,1725200128032
,,16.5859,-0.191406,-0.804688,1725200128101
972.298,48.8072,,,,1725200128220
,,7.16406,-2.07031,-2.75781,1725200128284
972.298,48.8086,,,,1725200128374
,,5.82031,-2.98828,-4.48047,1725200128438
972.279,48.8038,,,,1725200128555
,,7.05078,-2.83594,-5.25,1725200128620
972.277,48.8038,,,,1725200128710
,,8.42578,-4.25391,-4.55859,1725200128774
972.278,48.7961,,,,1725200128897
,,6.32031,-5.63281,-5.47656,1725200128962
972.276,48.787,,,,1725200129053
,,5.32422,-4.28906,-5.78125,1725200129116
972.275,48.778,,,,1725200129225
,,5.28516,-4.0625,-5.89844,1725200129291
972.276,48.7613,,,,1725200129384
,,6.46875,-3.21875,-4.82813,1725200129447
972.282,48.7613,,,,1725200129558
,,8.69922,-4.82813,-5.17188,1725200129622
972.295,48.7613,,,,1725200129720
,,7.8125,-5.51563,-3.14063,1725200129785
972.288,48.7442,,,,1725200129895
,,7.55078,-3.60156,-6.4375,1725200129961
972.287,48.7369,,,,1725200130053
,,11.6836,3.5625,-7.08594,1725200130116
972.287,48.7264,,,,1725200130226
,,7.77344,-4.98047,-2.98828,1725200130292
972.282,48.7264,,,,1725200130389
,,6.32422,-4.71094,-4.98047,1725200130459
972.27,48.7278,,,,1725200130568
,,6.16797,-1.22656,-6.82031,1725200130634
972.267,48.7156,,,,1725200130730
,,5.97656,-1.95313,-7.73828,1725200130796
972.265,48.7003,,,,1725200130887
,,4.75,-4.21484,-7.00781,1725200130971
972.258,48.6878,,,,1725200131067
,,5.32422,-4.63672,-7.62891,1725200131133
972.266,48.6878,,,,1725200131227
,,5.59375,-2.26172,-7.35547,1725200131312
972.275,48.6796,,,,1725200131410
,,5.40234,-1.60938,-6.55078,1725200131475
972.277,48.6731,,,,1725200131565
,,8.77344,-1.1875,-6.55078,1725200131651
972.276,48.6586,,,,1725200131748
,,8.88672,-1.60938,-6.35938,1725200131812
972.269,48.651,,,,1725200131903
,,6.35938,-1.64844,-7.51172,1725200131994
972.262,48.6484,,,,1725200132085
,,4.21484,-1.72266,-7.27734,1725200132150
972.263,48.6484,,,,1725200132240
,,3.60156,-4.90234,-7.08594,1725200132326
972.273,48.6388,,,,1725200132424
,,3.79297,-5.25,-7.20313,1725200132487
972.272,48.6337,,,,1725200132577
,,6.28125,-4.32813,-7.08594,1725200132663
972.28,48.63,,,,1725200132765
,,6.35938,-2.79688,-7.58594,1725200132829
972.28,48.6183,,,,1725200132920
,,5.89844,-4.51953,-7.125,1725200133005
972.278,48.6183,,,,1725200133101
,,5.97656,-3.83203,-7.08594,1725200133167
972.281,48.6167,,,,1725200133258
,,5.74609,-2.79688,-6.74609,1725200133343
972.283,48.6203,,,,1725200133438
