pressure,temp,timestamp
972.704,35.942,1725197613432
972.704,35.9389,1725197613584
972.705,35.9437,1725197613763
972.703,35.9514,1725197613917
972.705,35.9471,1725197614089
972.703,35.9471,1725197614241
972.706,35.9525,1725197614418
972.705,35.948,1725197614568
972.702,35.9542,1725197614750
972.703,35.9542,1725197614901
972.701,35.9602,1725197615080
972.702,35.9613,1725197615245
972.702,35.9669,1725197615427
972.703,35.9653,1725197615578
972.704,35.9593,1725197615745
972.702,35.9593,1725197615902
972.706,35.9687,1725197616071
972.707,35.9738,1725197616224
972.708,35.9695,1725197616391
972.705,35.9695,1725197616544
972.706,35.9741,1725197616711
972.707,35.982,1725197616866
972.71,35.9786,1725197617013
972.71,35.9786,1725197617189
972.71,35.9797,1725197617344
972.711,35.9877,1725197617510
972.711,35.984,1725197617657
972.71,35.9885,1725197617834
972.709,35.9885,1725197617985
972.707,35.993,1725197618158
972.707,35.9942,1725197618307
972.702,35.9863,1725197618484
972.702,35.9863,1725197618635
972.705,35.9959,1725197618821
972.704,35.9956,1725197618982
972.704,35.9979,1725197619158
972.707,36.0004,1725197619310
972.708,36.0052,1725197619492
972.704,36.0052,1725197619643
972.698,36.0035,1725197619819
972.698,36.005,1725197619966
972.698,36.0089,1725197620136
972.697,36.0089,1725197620294
972.697,36.0092,1725197620475
972.698,36.0186,1725197620621
972.697,35.9953,1725197620766
972.694,35.9953,1725197620933
972.696,36.014,1725197621083
972.696,36.0138,1725197621257
972.7,36.0175,1725197621408
972.698,36.024,1725197621575
972.701,36.024,1725197621721
972.7,36.0251,1725197621898
972.701,36.033,1725197622042
972.7,36.0265,1725197622214
972.699,36.0265,1725197622360
972.698,36.0293,1725197622531
972.697,36.0237,1725197622683
972.698,36.0308,1725197622854
972.699,36.0308,1725197622998
972.698,36.0362,1725197623165
972.698,36.041,1725197623324
972.698,36.0447,1725197623492
972.696,36.0447,1725197623639
972.693,36.0279,1725197623805
972.697,36.0554,1725197623949
972.696,36.048,1725197624101
972.694,36.048,1725197624274
972.696,36.0549,1725197624427
972.696,36.0512,1725197624592
972.7,36.0577,1725197624743
972.7,36.06,1725197624909
972.703,36.06,1725197625055
972.705,36.0569,1725197625226
972.706,36.062,1725197625380
972.703,36.0637,1725197625557
972.702,36.0637,1725197625704
972.7,36.0668,1725197625880
972.699,36.0634,1725197626031
972.699,36.0781,1725197626208
972.697,36.0775,1725197626375
972.702,36.0775,1725197626553
972.707,36.0826,1725197626696
972.707,36.0801,1725197626871
972.707,36.0835,1725197627021
972.703,36.0863,1725197627201
972.697,36.0863,1725197627344
972.7,36.0849,1725197627528
972.7,36.0892,1725197627674
972.697,36.0846,1725197627846
972.7,36.0846,1725197627990
972.701,36.0898,1725197628159
972.701,36.0877,1725197628312
972.7,36.088,1725197628482
972.695,36.088,1725197628636
972.695,36.0929,1725197628783
972.695,36.0946,1725197628959
972.694,36.0948,1725197629112
972.695,36.0999,1725197629287
972.696,36.0999,1725197629434
972.692,36.0988,1725197629606
972.692,36.0991,1725197629761
972.69,36.098,1725197629933
972.695,36.098,1725197630084
972.7,36.1042,1725197630261
972.701,36.1073,1725197630406
972.7,36.1178,1725197630581
972.698,36.1178,1725197630727
972.703,36.1153,1725197630906
972.706,36.1229,1725197631057
972.706,36.1215,1725197631241
972.706,36.1266,1725197631396
972.702,36.119,1725197631583
972.697,36.119,1725197631740
972.703,36.128,1725197631920
972.703,36.1286,1725197632073
972.705,36.1286,1725197632247
972.706,36.1388,1725197632401
972.709,36.1402,1725197632571
972.709,36.1362,1725197632722
972.708,36.1362,1725197632896
972.708,36.1362,1725197633047
972.709,36.1416,1725197633199
972.708,36.1408,1725197633370
972.71,36.1408,1725197633521
972.712,36.1447,1725197633690
972.711,36.1374,1725197633844
972.711,36.1399,1725197634013
972.707,36.1399,1725197634167
972.704,36.1487,1725197634351
972.705,36.1581,1725197634505
972.704,36.1507,1725197634690
972.704,36.157,1725197634856
972.701,36.1533,1725197635031
972.702,36.1533,1725197635183
972.7,36.147,1725197635365
972.701,36.1572,1725197635511
972.703,36.1584,1725197635688
972.707,36.155,1725197635836
972.706,36.155,1725197636016
972.701,36.1601,1725197636177
972.697,36.1606,1725197636359
972.697,36.1606,1725197636512
972.691,36.162,1725197636693
972.694,36.162,1725197636850
972.699,36.1618,1725197637022
972.699,36.1657,1725197637172
972.703,36.1697,1725197637347
972.705,36.1663,1725197637505
972.7,36.1663,1725197637693
972.699,36.1697,1725197637841
972.698,36.1612,1725197638017
972.698,36.1788,1725197638164
972.701,36.1819,1725197638341
972.705,36.1819,1725197638493
972.705,36.1862,1725197638662
972.705,36.1878,1725197638807
972.708,36.1844,1725197638974
972.708,36.1844,1725197639123
972.709,36.1935,1725197639269
972.708,36.1895,1725197639438
972.708,36.1895,1725197639589
972.707,36.1895,1725197639755
972.708,36.189,1725197639906
972.709,36.1964,1725197640084
972.71,36.1961,1725197640226
972.71,36.1961,1725197640398
972.709,36.2057,1725197640550
972.709,36.2063,1725197640720
972.709,36.2017,1725197640866
972.713,36.2017,1725197641040
972.712,36.2066,1725197641183
972.713,36.2094,1725197641361
972.712,36.2035,1725197641507
972.709,36.2043,1725197641685
972.708,36.2043,1725197641831
972.71,36.2077,1725197642000
972.711,36.2131,1725197642157
972.709,36.2091,1725197642325
972.708,36.2091,1725197642471
972.708,36.2094,1725197642617
972.709,36.2168,1725197642782
972.708,36.2193,1725197642933
972.708,36.2193,1725197643107
972.706,36.2236,1725197643266
972.705,36.2179,1725197643433
972.708,36.2236,1725197643584
972.709,36.225,1725197643760
972.71,36.225,1725197643912
972.709,36.2238,1725197644080
972.709,36.2278,1725197644226
972.709,36.2219,1725197644407
972.709,36.2219,1725197644553
972.712,36.2335,1725197644737
972.712,36.2344,1725197644881
972.714,36.2318,1725197645059
972.715,36.2346,1725197645209
972.717,36.2346,1725197645376
972.719,36.2307,1725197645521
972.72,36.2318,1725197645690
972.718,36.231,1725197645865
972.721,36.231,1725197646024
972.72,36.2335,1725197646201
972.72,36.2335,1725197646356
972.72,36.2335,1725197646537
972.718,36.2397,1725197646714
972.721,36.2434,1725197646898
972.719,36.2434,1725197647059
972.719,36.248,1725197647243
972.719,36.2491,1725197647404
972.719,36.2525,1725197647589
972.715,36.2539,1725197647750
972.715,36.2548,1725197647932
972.713,36.2548,1725197648089
972.713,36.2607,1725197648287
972.711,36.2619,1725197648448
972.711,36.2621,1725197648633
972.711,36.2678,1725197648794
972.709,36.2707,1725197648985
972.71,36.2707,1725197649148
972.71,36.2726,1725197649334
972.708,36.2729,1725197649492
972.708,36.2744,1725197649682
972.709,36.2726,1725197649849
972.705,36.2732,1725197650042
972.703,36.2732,1725197650201
972.702,36.2769,1725197650389
972.701,36.282,1725197650548
972.699,36.276,1725197650739
972.7,36.2871,1725197650901
972.701,36.2831,1725197651096
972.701,36.2871,1725197651256
972.7,36.2871,1725197651448
972.7,36.2973,1725197651612
972.703,36.3055,1725197651807
972.702,36.2947,1725197651967
972.7,36.2984,1725197652152
972.701,36.3041,1725197652304
972.704,36.3041,1725197652490
972.704,36.3061,1725197652663
972.703,36.3001,1725197652849
972.703,36.3041,1725197653011
972.705,36.3095,1725197653199
972.705,36.3129,1725197653355
972.706,36.3163,1725197653542
972.707,36.3163,1725197653706
972.708,36.3137,1725197653906
972.71,36.3228,1725197654063
972.71,36.3245,1725197654251
972.709,36.3208,1725197654417
972.709,36.3276,1725197654607
972.709,36.3276,1725197654771
972.706,36.3265,1725197654953
972.707,36.3307,1725197655110
972.707,36.3288,1725197655299
972.709,36.3336,1725197655470
972.71,36.3427,1725197655656
972.708,36.3427,1725197655813
972.711,36.3469,1725197656001
972.709,36.3446,1725197656157
972.707,36.3464,1725197656352
972.707,36.3449,1725197656516
972.709,36.3478,1725197656703
972.709,36.3478,1725197656860
972.71,36.3495,1725197657047
972.71,36.3503,1725197657214
972.709,36.3461,1725197657394
972.71,36.3503,1725197657568
972.709,36.3531,1725197657753
972.709,36.356,1725197657914
972.71,36.356,1725197658097
972.71,36.3568,1725197658258
972.711,36.3636,1725197658441
972.711,36.3648,1725197658596
972.713,36.3659,1725197658793
972.712,36.3685,1725197658955
972.714,36.3685,1725197659137
972.711,36.371,1725197659297
972.711,36.3679,1725197659485
972.711,36.3724,1725197659641
972.713,36.3801,1725197659824
972.714,36.3801,1725197659981
972.715,36.3812,1725197660168
972.712,36.3829,1725197660329
972.712,36.3801,1725197660521
972.712,36.3778,1725197660682
972.71,36.3795,1725197660867
972.71,36.3795,1725197661026
972.711,36.3846,1725197661216
972.712,36.3838,1725197661382
972.711,36.3912,1725197661570
972.711,36.3906,1725197661726
972.714,36.386,1725197661919
972.713,36.3991,1725197662076
972.714,36.3991,1725197662260
972.712,36.4034,1725197662415
972.713,36.3971,1725197662599
972.712,36.3957,1725197662762
972.712,36.4002,1725197662955
972.71,36.4011,1725197663116
972.711,36.4011,1725197663300
972.711,36.3997,1725197663463
972.71,36.4121,1725197663646
972.71,36.4025,1725197663804
972.709,36.4019,1725197663991
972.709,36.4102,1725197664157
972.71,36.4102,1725197664354
972.71,36.4116,1725197664512
972.71,36.4147,1725197664694
972.709,36.409,1725197664849
972.711,36.4113,1725197665031
972.71,36.4113,1725197665191
972.711,36.4238,1725197665375
972.712,36.4226,1725197665531
972.713,36.4249,1725197665714
972.711,36.4229,1725197665875
972.712,36.4297,1725197666058
972.71,36.4297,1725197666214
972.709,36.4314,1725197666396
972.708,36.4252,1725197666559
972.709,36.4311,1725197666743
972.713,36.4354,1725197666903
972.709,36.432,1725197667085
972.711,36.432,1725197667245
972.711,36.4334,1725197667427
972.71,36.4215,1725197667586
972.711,36.4377,1725197667769
972.713,36.4408,1725197667924
972.711,36.4408,1725197668105
972.708,36.4382,1725197668266
972.707,36.4263,1725197668448
972.709,36.4433,1725197668601
972.708,36.4462,1725197668783
972.709,36.4462,1725197668938
972.709,36.4439,1725197669125
972.709,36.4433,1725197669281
972.71,36.4513,1725197669463
972.709,36.4482,1725197669616
972.709,36.4504,1725197669804
972.708,36.4504,1725197669959
972.709,36.4527,1725197670141
972.71,36.4623,1725197670295
972.709,36.4626,1725197670476
972.709,36.4706,1725197670642
972.708,36.4706,1725197670824
972.708,36.4669,1725197670979
972.71,36.4779,1725197671161
972.71,36.4779,1725197671314
972.708,36.4756,1725197671501
972.708,36.4762,1725197671656
972.708,36.4708,1725197671839
972.71,36.4847,1725197671993
972.711,36.4875,1725197672180
972.708,36.4875,1725197672334
972.708,36.4791,1725197672510
972.709,36.4816,1725197672674
972.709,36.4807,1725197672852
972.712,36.4898,1725197673016
972.711,36.4898,1725197673193
972.709,36.4898,1725197673349
972.709,36.4947,1725197673526
972.711,36.4966,1725197673695
972.709,36.4935,1725197673871
972.71,36.4935,1725197674029
972.71,36.4972,1725197674185
972.712,36.5006,1725197674368
972.712,36.5006,1725197674529
972.712,36.506,1725197674708
972.712,36.506,1725197674864
972.71,36.5052,1725197675055
972.709,36.4978,1725197675211
972.71,36.5066,1725197675406
972.71,36.5043,1725197675569
972.709,36.5165,1725197675756
972.711,36.5165,1725197675912
972.712,36.5122,1725197676109
972.709,36.5125,1725197676282
972.709,36.5094,1725197676467
972.71,36.5196,1725197676625
972.71,36.5162,1725197676808
972.713,36.5323,1725197676971
972.711,36.5323,1725197677151
972.71,36.5241,1725197677316
972.711,36.525,1725197677500
972.71,36.523,1725197677662
972.711,36.5264,1725197677850
972.71,36.5225,1725197678007
972.71,36.5225,1725197678200
972.71,36.5329,1725197678370
972.71,36.5366,1725197678560
972.709,36.5298,1725197678720
972.712,36.5329,1725197678904
972.712,36.5431,1725197679063
972.71,36.5346,1725197679266
972.712,36.5346,1725197679429
972.711,36.5409,1725197679618
972.712,36.5437,1725197679786
972.712,36.5434,1725197679972
972.713,36.5403,1725197680131
972.713,36.5426,1725197680323
972.713,36.5426,1725197680496
972.712,36.5497,1725197680688
972.713,36.5468,1725197680846
972.712,36.5522,1725197681038
972.713,36.5539,1725197681204
972.714,36.557,1725197681568
972.714,36.5548,1725197681774
972.714,36.5548,1725197681964
972.715,36.5556,1725197682136
972.716,36.5542,1725197682321
972.716,36.5585,1725197682479
972.715,36.561,1725197682667
972.716,36.5641,1725197682839
972.714,36.5627,1725197685091
972.712,36.5724,1725197685331
972.714,36.582,1725197685495
972.714,36.5755,1725197685679
972.713,36.5602,1725197685842
972.714,36.582,1725197686028
972.714,36.582,1725197686193
972.714,36.5862,1725197686386
972.714,36.5868,1725197686545
972.713,36.5848,1725197686736
972.712,36.5927,1725197686901
972.716,36.5953,1725197687089
972.714,36.5953,1725197687245
972.712,36.5891,1725197687433
972.712,36.5899,1725197687589
972.713,36.601,1725197687779
972.715,36.6027,1725197687935
972.712,36.6013,1725197688120
972.714,36.6013,1725197688281
972.712,36.6044,1725197688476
972.712,36.6049,1725197688633
972.712,36.603,1725197688816
972.711,36.603,1725197688974
972.71,36.607,1725197689162
972.709,36.607,1725197689323
972.711,36.6109,1725197689510
972.709,36.6064,1725197689678
972.709,36.6106,1725197689873
972.708,36.614,1725197690028
972.709,36.6169,1725197690211
972.708,36.6169,1725197690370
972.707,36.6174,1725197690557
972.706,36.6177,1725197690725
972.706,36.6197,1725197690909
972.708,36.6214,1725197691069
972.708,36.6228,1725197691256
972.706,36.6228,1725197691411
972.708,36.6211,1725197691599
972.706,36.6251,1725197691755
972.703,36.6007,1725197691938
972.708,36.633,1725197692095
972.708,36.6288,1725197692288
972.707,36.6288,1725197692454
972.706,36.629,1725197692638
972.706,36.6285,1725197692793
972.704,36.631,1725197692974
972.705,36.6353,1725197693136
972.704,36.6361,1725197693319
972.703,36.6361,1725197693474
972.704,36.6336,1725197693663
972.705,36.6384,1725197693824
972.705,36.641,1725197694010
972.704,36.6424,1725197694182
972.704,36.6452,1725197694377
972.704,36.6452,1725197694534
972.703,36.6463,1725197694730
972.705,36.6517,1725197694889
972.705,36.6514,1725197695073
972.705,36.6543,1725197695231
972.705,36.6548,1725197695425
972.704,36.6548,1725197695581
972.706,36.6532,1725197695776
972.703,36.6523,1725197695941
972.705,36.6588,1725197696128
972.705,36.6583,1725197696292
972.704,36.6588,1725197696486
972.707,36.6659,1725197696651
972.706,36.6659,1725197696839
972.704,36.6693,1725197696998
972.703,36.6685,1725197697198
972.703,36.671,1725197697359
972.702,36.6738,1725197697544
972.703,36.6733,1725197697703
972.704,36.6753,1725197697896
972.703,36.6753,1725197698060
972.702,36.6721,1725197698250
972.703,36.6778,1725197698408
972.701,36.6738,1725197698599
972.702,36.6744,1725197698768
972.702,36.6767,1725197698963
972.703,36.6767,1725197699120
972.701,36.6741,1725197699305
972.702,36.6801,1725197699463
972.704,36.6818,1725197699678
972.703,36.6758,1725197699838
972.704,36.6798,1725197700032
972.707,36.6835,1725197700195
972.706,36.6835,1725197700388
972.704,36.6866,1725197700547
972.703,36.6849,1725197700731
972.705,36.6968,1725197700894
972.703,36.6903,1725197701089
972.702,36.6844,1725197701252
972.703,36.6852,1725197701434
972.702,36.6852,1725197701592
972.703,36.6903,1725197701778
972.704,36.6996,1725197701939
972.703,36.6988,1725197702135
972.7,36.7028,1725197702292
972.7,36.6985,1725197702479
972.7,36.6985,1725197702639
972.7,36.6988,1725197702829
972.7,36.7022,1725197702995
972.702,36.7062,1725197703182
972.699,36.7093,1725197703339
972.698,36.7031,1725197703534
972.698,36.7031,1725197703708
972.698,36.7059,1725197703893
972.698,36.7059,1725197704053
972.699,36.7138,1725197704240
972.7,36.7113,1725197704401
972.701,36.7192,1725197704596
972.702,36.7192,1725197704753
972.703,36.7192,1725197704937
972.699,36.7158,1725197705094
972.699,36.7158,1725197705283
972.699,36.7201,1725197705440
972.7,36.7274,1725197705625
972.703,36.7274,1725197705778
972.703,36.7351,1725197705961
972.702,36.7277,1725197706122
972.703,36.734,1725197706304
972.7,36.7241,1725197706463
972.7,36.7365,1725197706658
972.7,36.7365,1725197706824
972.7,36.7422,1725197707010
972.7,36.7357,1725197707164
972.7,36.7399,1725197707349
972.7,36.7442,1725197707505
972.7,36.7292,1725197707693
972.7,36.7292,1725197707857
972.7,36.7408,1725197708047
972.7,36.7442,1725197708203
972.7,36.7439,1725197708389
972.701,36.7467,1725197708557
972.702,36.7439,1725197708751
972.703,36.7439,1725197708913
972.702,36.7481,1725197709096
972.701,36.7516,1725197709257
972.7,36.7467,1725197709440
972.7,36.749,1725197709595
972.7,36.7518,1725197709782
972.701,36.7518,1725197709938
972.7,36.7516,1725197710128
972.7,36.7561,1725197710287
972.702,36.7612,1725197710469
972.7,36.7518,1725197710635
972.703,36.7623,1725197710824
972.701,36.7623,1725197710985
972.701,36.7581,1725197711168
972.701,36.7626,1725197711324
972.701,36.7652,1725197711507
972.703,36.7688,1725197711670
972.701,36.7688,1725197711854
972.701,36.7688,1725197712011
972.701,36.7708,1725197712191
972.7,36.7623,1725197712349
972.699,36.7626,1725197712537
972.703,36.7762,1725197712703
972.701,36.7762,1725197712886
972.701,36.7779,1725197713043
972.702,36.783,1725197713231
972.702,36.7819,1725197713396
972.701,36.7686,1725197713583
972.7,36.785,1725197713750
972.705,36.7876,1725197713934
972.704,36.7876,1725197714099
972.701,36.783,1725197714283
972.701,36.7833,1725197714440
972.704,36.7898,1725197714627
972.703,36.7952,1725197714786
972.703,36.7929,1725197714990
972.702,36.7929,1725197715146
972.7,36.7915,1725197715334
972.702,36.7992,1725197715495
972.702,36.798,1725197715689
972.702,36.7992,1725197715855
972.701,36.7997,1725197716042
972.703,36.7997,1725197716200
972.703,36.8032,1725197716387
972.7,36.7958,1725197716558
972.701,36.7997,1725197716743
972.701,36.8026,1725197716903
972.702,36.8069,1725197717091
972.703,36.8069,1725197717247
972.702,36.8065,1725197717450
972.701,36.8114,1725197717610
972.7,36.81,1725197717802
972.7,36.8122,1725197717959
972.702,36.8159,1725197718143
972.703,36.8176,1725197718318
972.702,36.817,1725197718513
972.7,36.817,1725197718679
972.702,36.8173,1725197718870
972.702,36.8199,1725197719034
972.702,36.8216,1725197719219
972.702,36.8244,1725197719378
972.7,36.8247,1725197719563
972.701,36.8247,1725197719729
972.701,36.8326,1725197719924
972.7,36.836,1725197720084
972.7,36.827,1725197720267
972.7,36.8332,1725197720433
972.7,36.8363,1725197720625
972.7,36.8363,1725197720792
972.697,36.8414,1725197720976
972.7,36.8466,1725197721135
972.698,36.8394,1725197721328
972.698,36.8409,1725197721497
972.696,36.8375,1725197721683
972.696,36.8375,1725197721845
972.697,36.8375,1725197722037
972.697,36.842,1725197722201
972.696,36.8434,1725197722391
972.696,36.8468,1725197722548
972.697,36.8448,1725197722735
972.696,36.8426,1725197722906
972.696,36.8429,1725197723099
972.696,36.8429,1725197723255
972.697,36.8494,1725197723458
972.695,36.8394,1725197723616
972.695,36.8426,1725197723802
972.695,36.8454,1725197723965
972.698,36.8536,1725197724151
972.696,36.8536,1725197724308
972.697,36.8568,1725197724490
972.696,36.8564,1725197724647
972.696,36.8517,1725197724846
972.699,36.8528,1725197725005
972.698,36.859,1725197725188
972.699,36.859,1725197725349
972.698,36.8593,1725197725537
972.698,36.8616,1725197725693
972.699,36.8624,1725197725878
972.699,36.8681,1725197726034
972.7,36.8681,1725197726219
972.699,36.8621,1725197726388
972.699,36.8624,1725197726575
972.7,36.8655,1725197726734
972.7,36.8653,1725197726919
972.7,36.8613,1725197727076
972.696,36.8397,1725197727264
972.696,36.8397,1725197727422
972.7,36.8794,1725197727605
972.699,36.8718,1725197727761
972.7,36.8664,1725197727950
972.698,36.8687,1725197728115
972.699,36.8687,1725197728297
972.699,36.8718,1725197728453
972.7,36.8737,1725197728648
972.7,36.8763,1725197728814
972.698,36.876,1725197729005
972.701,36.8808,1725197729163
972.699,36.8749,1725197729349
972.698,36.8749,1725197729505
972.698,36.88,1725197729693
972.698,36.876,1725197729849
972.698,36.8794,1725197730033
972.698,36.8806,1725197730191
972.696,36.8806,1725197730381
972.696,36.8794,1725197730545
972.697,36.8848,1725197730732
972.697,36.8885,1725197730889
972.699,36.8922,1725197731073
972.7,36.8888,1725197731237
972.699,36.8888,1725197731419
972.699,36.8947,1725197731576
972.698,36.8885,1725197731761
972.699,36.8902,1725197731925
972.7,36.8896,1725197732117
972.701,36.8967,1725197732278
972.7,36.8967,1725197732465
972.7,36.9001,1725197732623
972.701,36.9021,1725197732812
972.7,36.8981,1725197732979
972.7,36.8993,1725197733172
972.705,36.9018,1725197733333
972.704,36.8947,1725197733517
972.702,36.8947,1725197733687
972.706,36.9075,1725197733886
972.706,36.9163,1725197734058
972.706,36.9123,1725197734247
972.706,36.9064,1725197734411
972.706,36.9138,1725197734599
972.705,36.9138,1725197734760
972.706,36.9174,1725197734944
972.705,36.9228,1725197735110
972.707,36.9177,1725197735304
972.707,36.9189,1725197735464
972.707,36.9203,1725197735649
972.707,36.9205,1725197735814
972.704,36.9194,1725197736013
972.702,36.9194,1725197736172
972.702,36.9223,1725197736356
972.702,36.9254,1725197736514
972.699,36.9279,1725197736709
972.701,36.9279,1725197736876
972.701,36.9327,1725197737057
972.7,36.9327,1725197737215
972.699,36.9336,1725197737401
972.699,36.935,1725197737560
972.7,36.9353,1725197737756
972.698,36.9392,1725197737917
972.698,36.9384,1725197738102
972.698,36.9384,1725197738261
972.698,36.9413,1725197738453
972.697,36.9381,1725197738620
972.697,36.9418,1725197738812
972.698,36.9492,1725197738969
972.696,36.9472,1725197739152
972.696,36.9472,1725197739315
972.696,36.9616,1725197739501
972.695,36.9543,1725197739659
972.695,36.9557,1725197739845
972.694,36.9634,1725197740014
972.693,36.9537,1725197740200
972.691,36.9537,1725197740359
972.693,36.9597,1725197740555
972.692,36.9671,1725197740724
972.689,36.9611,1725197740913
972.689,36.9597,1725197741070
972.69,36.9665,1725197741256
972.689,36.9665,1725197741414
972.689,36.9665,1725197741609
972.689,36.9671,1725197741771
972.69,36.9673,1725197741955
972.69,36.9722,1725197742111
972.688,36.9688,1725197742294
972.688,36.9688,1725197742456
972.69,36.973,1725197742639
972.687,36.9673,1725197742795
972.688,36.9724,1725197742979
972.688,36.973,1725197743135
972.687,36.973,1725197743323
972.686,36.973,1725197743479
972.688,36.9773,1725197743662
972.688,36.9755,1725197743818
972.688,36.977,1725197744002
972.688,36.9773,1725197744170
972.687,36.9781,1725197744354
972.688,36.9781,1725197744514
972.688,36.9824,1725197744698
972.688,36.9855,1725197744857
972.689,36.9866,1725197745040
972.688,36.9911,1725197745196
972.688,36.9911,1725197745380
972.687,36.9826,1725197745536
972.688,36.9897,1725197745724
972.688,36.9883,1725197745886
972.687,36.9849,1725197746084
972.688,36.9931,1725197746240
972.686,36.9894,1725197746429
972.687,36.9894,1725197746585
972.684,36.9937,1725197746769
972.685,36.9982,1725197746927
972.687,36.9988,1725197747110
972.686,36.9968,1725197747271
972.685,36.9968,1725197747454
972.687,37.0121,1725197747618
972.688,37.0115,1725197747810
972.686,36.9985,1725197747967
972.687,37.0186,1725197748156
972.687,37.0121,1725197748312
972.688,37.0121,1725197748498
972.686,37.0152,1725197748656
972.687,37.0155,1725197748845
972.688,37.0164,1725197749011
972.689,37.015,1725197749195
972.689,37.0155,1725197749350
972.688,37.0155,1725197749533
972.688,37.0147,1725197749699
972.688,37.0232,1725197749886
972.688,37.0189,1725197750042
972.687,37.0167,1725197750225
972.687,37.0209,1725197750388
972.686,37.0209,1725197750585
972.685,37.0158,1725197750745
972.686,37.0258,1725197750932
972.687,37.0306,1725197751090
972.684,37.0337,1725197751302
972.689,37.0382,1725197751460
972.69,37.0405,1725197751646
972.688,37.0405,1725197751810
972.688,37.043,1725197752002
972.688,37.0339,1725197752167
972.687,37.0339,1725197752351
972.688,37.0345,1725197752510
972.688,37.0459,1725197752715
972.687,37.041,1725197752883
972.688,37.0408,1725197753075
972.687,37.0382,1725197753235
972.688,37.0328,1725197753422
972.688,37.0328,1725197753579
972.688,37.043,1725197753771
972.69,37.0422,1725197753937
972.69,37.0473,1725197754130
972.688,37.0408,1725197754287
972.689,37.0496,1725197754479
972.687,37.0496,1725197754637
972.689,37.0515,1725197754823
972.689,37.0544,1725197754989
972.688,37.0533,1725197755177
972.689,37.0578,1725197755339
972.689,37.0569,1725197755522
972.688,37.0569,1725197755682
972.69,37.0541,1725197755866
972.689,37.0609,1725197756022
972.691,37.0634,1725197756221
972.691,37.0603,1725197756381
972.69,37.0669,1725197756568
972.69,37.0669,1725197756726
972.69,37.0691,1725197756917
972.69,37.0691,1725197757084
972.689,37.0771,1725197757273
972.688,37.0751,1725197757432
972.688,37.0796,1725197757615
972.688,37.0853,1725197757779
972.688,37.0853,1725197757965
972.688,37.0819,1725197758130
972.688,37.0861,1725197758319
972.688,37.0872,1725197758479
972.687,37.0893,1725197758669
972.688,37.0861,1725197758826
972.688,37.0861,1725197759012
972.688,37.0927,1725197759178
972.686,37.0949,1725197759373
972.687,37.0983,1725197759531
972.687,37.0952,1725197759722
